delay,method,level,execute_horizon,mean_inference_s,mean_task_completion_time_s,returned_episode_lengths,returned_episode_returns,returned_episode_solved
2,naive,worlds/l/trampoline.json,2,0.7016166902030818,6.0113773,180.34131,-0.30126953,0.014160156
2,naive,worlds/l/car_launch.json,2,0.7016166902030818,3.5679364,107.038086,0.40185547,0.5463867
2,discrete_rtc,worlds/l/catcher_v3.json,2,0.7091397817013785,2.203597,66.10791,0.8828125,0.90234375
2,discrete_rtc,worlds/l/trampoline.json,2,0.7091397817013785,6.999252,209.97754,-0.25195312,0.03125
2,discrete_rtc,worlds/l/car_launch.json,2,0.7091397817013785,2.760661,82.819824,0.6923828,0.75341797
2,bid,worlds/l/catcher_v3.json,2,1.2544151093054097,2.2545085,67.635254,0.31103516,0.5209961
2,bid,worlds/l/trampoline.json,2,1.2544151093054097,6.402165,192.06494,-0.3408203,0.020996094
2,bid,worlds/l/car_launch.json,2,1.2544151093054097,3.4034345,102.10303,0.43896484,0.5703125
3,naive,worlds/l/catcher_v3.json,3,0.7210855146462564,2.2543132,67.629395,-0.0390625,0.29345703
3,naive,worlds/l/trampoline.json,3,0.7210855146462564,6.2268233,186.80469,-0.31689453,0.020507812
3,naive,worlds/l/car_launch.json,3,0.7210855146462564,3.100456,93.01367,0.09667969,0.35791016
3,discrete_rtc,worlds/l/catcher_v3.json,3,0.7282196906453464,2.2338054,67.01416,0.70947266,0.7817383
3,discrete_rtc,worlds/l/trampoline.json,3,0.7282196906453464,7.0907393,212.72217,-0.27783203,0.022460938
3,discrete_rtc,worlds/l/car_launch.json,3,0.7282196906453464,2.941911,88.257324,0.51464844,0.6303711
3,bid,worlds/l/catcher_v3.json,3,1.330279323249124,2.2547202,67.6416,0.001953125,0.32226562
3,bid,worlds/l/trampoline.json,3,1.330279323249124,6.40529,192.15869,-0.3154297,0.028808594
3,bid,worlds/l/car_launch.json,3,1.330279323249124,3.1591961,94.77588,0.15625,0.39794922
4,naive,worlds/l/catcher_v3.json,4,0.7372861609503161,2.3675456,71.02637,-0.1694336,0.2006836
4,naive,worlds/l/trampoline.json,4,0.7372861609503161,6.1240077,183.72021,-0.39501953,0.0546875
4,naive,worlds/l/car_launch.json,4,0.7372861609503161,2.8624187,85.87256,-0.07128906,0.25390625
4,discrete_rtc,worlds/l/catcher_v3.json,4,0.7684060772007797,2.7188478,81.56543,0.36523438,0.5517578
4,discrete_rtc,worlds/l/trampoline.json,4,0.7684060772007797,6.3583336,190.75,-0.3330078,0.030273438
4,discrete_rtc,worlds/l/car_launch.json,4,0.7684060772007797,2.6889324,80.66797,0.3178711,0.51464844
4,bid,worlds/l/catcher_v3.json,4,1.2270577049523126,2.373698,71.21094,-0.16796875,0.21435547
4,bid,worlds/l/trampoline.json,4,1.2270577049523126,6.044743,181.34229,-0.3959961,0.05419922
4,bid,worlds/l/car_launch.json,4,1.2270577049523126,2.8356285,85.06885,-0.0146484375,0.28271484
