returned_episode_lengths,returned_episode_returns,returned_episode_solved,delay,method,level,execute_horizon
68.19092,0.9868164,0.9760742,0,bid,worlds/l/catcher_v3.json,3
172.97119,0.77001953,0.81689453,0,bid,worlds/l/trampoline.json,3
48.924316,0.98876953,0.9638672,0,bid,worlds/l/car_launch.json,3
35.376953,0.9868164,0.9614258,0,hard_masking,worlds/l/grasp_easy.json,3
120.18799,0.6586914,0.640625,0,hard_masking,worlds/l/catapult.json,3
49.61621,0.99853516,0.99902344,0,hard_masking,worlds/l/cartpole_thrust.json,3
46.668945,0.97216797,0.9296875,0,hard_masking,worlds/l/hard_lunar_lander.json,3
72.61719,0.9951172,0.8798828,0,hard_masking,worlds/l/mjc_half_cheetah.json,3
157.89844,0.99902344,0.89746094,0,hard_masking,worlds/l/mjc_swimmer.json,3
195.44092,0.73339844,0.6489258,0,hard_masking,worlds/l/mjc_walker.json,3
81.84473,0.99853516,0.99853516,0,hard_masking,worlds/l/h17_unicycle.json,3
48.371582,0.9980469,0.95751953,0,hard_masking,worlds/l/chain_lander.json,3
68.4458,0.9902344,0.9765625,0,hard_masking,worlds/l/catcher_v3.json,3
175.63037,0.7504883,0.7944336,0,hard_masking,worlds/l/trampoline.json,3
50.799805,0.98339844,0.9633789,0,hard_masking,worlds/l/car_launch.json,3
35.49414,0.98828125,0.96875,0,naive,worlds/l/grasp_easy.json,4
125.37158,0.63427734,0.61083984,0,naive,worlds/l/catapult.json,4
49.306152,0.99902344,0.9995117,0,naive,worlds/l/cartpole_thrust.json,4
46.828613,0.9736328,0.93652344,0,naive,worlds/l/hard_lunar_lander.json,4
72.2168,0.98876953,0.8876953,0,naive,worlds/l/mjc_half_cheetah.json,4
165.46436,0.99902344,0.8911133,0,naive,worlds/l/mjc_swimmer.json,4
198.59619,0.68408203,0.62060547,0,naive,worlds/l/mjc_walker.json,4
82.09619,0.9975586,0.9975586,0,naive,worlds/l/h17_unicycle.json,4
48.570312,0.9970703,0.9453125,0,naive,worlds/l/chain_lander.json,4
69.083984,0.9716797,0.96191406,0,naive,worlds/l/catcher_v3.json,4
171.99854,0.79296875,0.83740234,0,naive,worlds/l/trampoline.json,4
52.151367,0.9760742,0.95703125,0,naive,worlds/l/car_launch.json,4
35.55664,0.98779297,0.96777344,0,realtime,worlds/l/grasp_easy.json,4
125.65674,0.6328125,0.6088867,0,realtime,worlds/l/catapult.json,4
49.306152,0.99902344,0.9995117,0,realtime,worlds/l/cartpole_thrust.json,4
46.828613,0.9736328,0.93652344,0,realtime,worlds/l/hard_lunar_lander.json,4
72.0293,0.9868164,0.8881836,0,realtime,worlds/l/mjc_half_cheetah.json,4
165.46436,0.99902344,0.8911133,0,realtime,worlds/l/mjc_swimmer.json,4
198.43848,0.69628906,0.63671875,0,realtime,worlds/l/mjc_walker.json,4
82.09619,0.9975586,0.9975586,0,realtime,worlds/l/h17_unicycle.json,4
48.570312,0.9970703,0.9453125,0,realtime,worlds/l/chain_lander.json,4
69.00342,0.97021484,0.96240234,0,realtime,worlds/l/catcher_v3.json,4
171.99854,0.79296875,0.83740234,0,realtime,worlds/l/trampoline.json,4
52.157715,0.9760742,0.95654297,0,realtime,worlds/l/car_launch.json,4
35.612305,0.9819336,0.95654297,0,bid,worlds/l/grasp_easy.json,4
120.29248,0.6586914,0.6430664,0,bid,worlds/l/catapult.json,4
49.274414,0.99853516,0.99902344,0,bid,worlds/l/cartpole_thrust.json,4
46.78418,0.9790039,0.94677734,0,bid,worlds/l/hard_lunar_lander.json,4
75.444336,0.9848633,0.8720703,0,bid,worlds/l/mjc_half_cheetah.json,4
168.85889,0.9970703,0.9042969,0,bid,worlds/l/mjc_swimmer.json,4
198.0044,0.68115234,0.6303711,0,bid,worlds/l/mjc_walker.json,4
84.30078,0.9995117,0.9995117,0,bid,worlds/l/h17_unicycle.json,4
48.43701,0.99560547,0.94677734,0,bid,worlds/l/chain_lander.json,4
68.6582,0.97021484,0.96875,0,bid,worlds/l/catcher_v3.json,4
172.7622,0.7910156,0.8300781,0,bid,worlds/l/trampoline.json,4
50.702637,0.9819336,0.96191406,0,bid,worlds/l/car_launch.json,4
35.53955,0.9892578,0.9692383,0,hard_masking,worlds/l/grasp_easy.json,4
125.36279,0.63427734,0.61083984,0,hard_masking,worlds/l/catapult.json,4
49.306152,0.99902344,0.9995117,0,hard_masking,worlds/l/cartpole_thrust.json,4
46.828613,0.9736328,0.93652344,0,hard_masking,worlds/l/hard_lunar_lander.json,4
72.12256,0.98876953,0.8876953,0,hard_masking,worlds/l/mjc_half_cheetah.json,4
165.46436,0.99902344,0.8911133,0,hard_masking,worlds/l/mjc_swimmer.json,4
198.9082,0.6855469,0.61865234,0,hard_masking,worlds/l/mjc_walker.json,4
82.09619,0.9975586,0.9975586,0,hard_masking,worlds/l/h17_unicycle.json,4
48.570312,0.9970703,0.9453125,0,hard_masking,worlds/l/chain_lander.json,4
69.02783,0.9711914,0.9609375,0,hard_masking,worlds/l/catcher_v3.json,4
171.99854,0.79296875,0.83740234,0,hard_masking,worlds/l/trampoline.json,4
52.1709,0.9760742,0.95654297,0,hard_masking,worlds/l/car_launch.json,4
35.822266,0.9770508,0.9589844,0,naive,worlds/l/grasp_easy.json,5
127.69922,0.62353516,0.6098633,0,naive,worlds/l/catapult.json,5
49.92871,0.99609375,0.9970703,0,naive,worlds/l/cartpole_thrust.json,5
47.734863,0.97265625,0.93603516,0,naive,worlds/l/hard_lunar_lander.json,5
73.683105,0.9814453,0.8720703,0,naive,worlds/l/mjc_half_cheetah.json,5
173.05957,0.99658203,0.8876953,0,naive,worlds/l/mjc_swimmer.json,5
203.75977,0.6171875,0.56347656,0,naive,worlds/l/mjc_walker.json,5
83.21533,0.99609375,0.99658203,0,naive,worlds/l/h17_unicycle.json,5
48.411133,0.99853516,0.9423828,0,naive,worlds/l/chain_lander.json,5
69.09912,0.9707031,0.96435547,0,naive,worlds/l/catcher_v3.json,5
171.72217,0.796875,0.8359375,0,naive,worlds/l/trampoline.json,5
52.5791,0.9741211,0.9580078,0,naive,worlds/l/car_launch.json,5
35.803223,0.9760742,0.9584961,0,realtime,worlds/l/grasp_easy.json,5
128.06543,0.62158203,0.6088867,0,realtime,worlds/l/catapult.json,5
49.92871,0.99609375,0.9970703,0,realtime,worlds/l/cartpole_thrust.json,5
47.734863,0.97265625,0.93603516,0,realtime,worlds/l/hard_lunar_lander.json,5
73.57178,0.98046875,0.8720703,0,realtime,worlds/l/mjc_half_cheetah.json,5
173.05957,0.99658203,0.8876953,0,realtime,worlds/l/mjc_swimmer.json,5
202.62012,0.62597656,0.5761719,0,realtime,worlds/l/mjc_walker.json,5
83.21533,0.99609375,0.99658203,0,realtime,worlds/l/h17_unicycle.json,5
48.411133,0.99853516,0.9423828,0,realtime,worlds/l/chain_lander.json,5
69.10498,0.9711914,0.96484375,0,realtime,worlds/l/catcher_v3.json,5
171.72168,0.796875,0.8359375,0,realtime,worlds/l/trampoline.json,5
52.603516,0.9746094,0.9589844,0,realtime,worlds/l/car_launch.json,5
35.98535,0.97802734,0.95751953,0,bid,worlds/l/grasp_easy.json,5
126.56592,0.62939453,0.6147461,0,bid,worlds/l/catapult.json,5
49.6416,0.99658203,0.9975586,0,bid,worlds/l/cartpole_thrust.json,5
47.46875,0.96435547,0.9326172,0,bid,worlds/l/hard_lunar_lander.json,5
76.365234,0.9824219,0.8642578,0,bid,worlds/l/mjc_half_cheetah.json,5
177.9917,0.99072266,0.8964844,0,bid,worlds/l/mjc_swimmer.json,5
205.96045,0.58740234,0.5463867,0,bid,worlds/l/mjc_walker.json,5
84.88965,0.99560547,0.99658203,0,bid,worlds/l/h17_unicycle.json,5
48.918457,0.99365234,0.93896484,0,bid,worlds/l/chain_lander.json,5
69.18506,0.95166016,0.9506836,0,bid,worlds/l/catcher_v3.json,5
171.23145,0.82128906,0.8520508,0,bid,worlds/l/trampoline.json,5
52.33789,0.97314453,0.953125,0,bid,worlds/l/car_launch.json,5
35.78711,0.97802734,0.9589844,0,hard_masking,worlds/l/grasp_easy.json,5
127.57178,0.62402344,0.61083984,0,hard_masking,worlds/l/catapult.json,5
49.92871,0.99609375,0.9970703,0,hard_masking,worlds/l/cartpole_thrust.json,5
47.734863,0.97265625,0.93603516,0,hard_masking,worlds/l/hard_lunar_lander.json,5
73.80371,0.9819336,0.8720703,0,hard_masking,worlds/l/mjc_half_cheetah.json,5
173.05957,0.99658203,0.8876953,0,hard_masking,worlds/l/mjc_swimmer.json,5
202.84131,0.6254883,0.5732422,0,hard_masking,worlds/l/mjc_walker.json,5
83.21533,0.99609375,0.99658203,0,hard_masking,worlds/l/h17_unicycle.json,5
48.411133,0.99853516,0.9423828,0,hard_masking,worlds/l/chain_lander.json,5
69.11182,0.9711914,0.96484375,0,hard_masking,worlds/l/catcher_v3.json,5
171.72168,0.79785156,0.8359375,0,hard_masking,worlds/l/trampoline.json,5
52.507324,0.9746094,0.9584961,0,hard_masking,worlds/l/car_launch.json,5
35.628906,0.98339844,0.96533203,0,naive,worlds/l/grasp_easy.json,6
130.54297,0.6098633,0.59277344,0,naive,worlds/l/catapult.json,6
49.90918,0.99560547,0.9970703,0,naive,worlds/l/cartpole_thrust.json,6
48.3584,0.9760742,0.9428711,0,naive,worlds/l/hard_lunar_lander.json,6
76.288086,0.97998047,0.8642578,0,naive,worlds/l/mjc_half_cheetah.json,6
181.38867,0.984375,0.88671875,0,naive,worlds/l/mjc_swimmer.json,6
207.42285,0.58740234,0.54589844,0,naive,worlds/l/mjc_walker.json,6
83.83887,0.9916992,0.99316406,0,naive,worlds/l/h17_unicycle.json,6
48.65869,0.9951172,0.94384766,0,naive,worlds/l/chain_lander.json,6
69.08887,0.9580078,0.9555664,0,naive,worlds/l/catcher_v3.json,6
171.10352,0.8105469,0.8574219,0,naive,worlds/l/trampoline.json,6
57.8667,0.9526367,0.9370117,0,naive,worlds/l/car_launch.json,6
35.59668,0.98339844,0.96728516,0,realtime,worlds/l/grasp_easy.json,6
130.61426,0.609375,0.5917969,0,realtime,worlds/l/catapult.json,6
49.90918,0.99560547,0.9970703,0,realtime,worlds/l/cartpole_thrust.json,6
